0,1,2,3,gold formula
"( ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) and ( x_2 >= 0.3532 or x_2 >= 0.3332 ) ) and ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) or ( x_2 >= 0.3332 until[2,28] x_1 >= -0.3332 ) ) )","( ( ( x_2 >= 0.3155 or x_2 >= 0.3225 ) and ( x_2 >= -0.1525 or x_2 >= -0.1525 ) ) until[1,22] ( ( x_2 >= 0.4155 or x_2 >= -0.1525 ) or ( x_2 >= 0.4255 until[12,20] x_2 >= -0.2555 ) ) )","((x_2>= 0.2831orx_2>= 0.3863)and(x_2>= 0.3933orx_0>=-0.0999))and((x_2>= 0.3961orx_2>= 0.3999)and(x_2>= 0.3933until[15,28]x_2>= 0.3989)))","( x_2 >= 0.4529 until[19,21] x_0 >= -1.0623 )","( x_0 >= -1.3432 until[9,20] x_2 >= 0.4684 )"
"( ( ( x_2 >= 0.533 or x_2 >= 0.333 ) or ( x_0 >= -0.353 and x_2 >= 0.333 ) ) until[1,inf] ( ( x_1 >= -0.163 or x_1 >= -0.123 ) or ( x_2 >= 0.2632 until[15,23] x_1 >= -0.134 ) ) )","( ( ( ( x_2 >= 0.0055 or x_2 >= -0.0055 ) or ( x_2 >= -0.0055 and x_2 >= -0.0525 ) ) or ( ( x_2 >= -0.0525 and x_2 >= -0.0525 ) or ( x_2 >= 0.2225 and x_2 >= -0.2225 ) ) ) until[15,22] ( ( ( x_2 >= 0.2225 or x_2 >= -0.0555 ) or ( x_2 >= -0.2555 and x_2 >= -0.0555 ) ) or ( ( x_2 <= 0.2555 or x_2 >= -0.2555 ) or ( x_2 <= -0.2555 until[15,24] x_2 >= -0.2555 ) ) ) )","(((x_2>= 0.2631orx_2>= 0.2997)or(x_1>= 0.1637orx_1<= 0.1997))or((x_2>= 0.0967andx_2>= 0.099)and(x_2>= 0.0637orx_1>=-0.099)))until[10,19](((x_2>= 0.0667orx_2>= 0.099)or(x_2>= 0.0637orx_2>= 0.099))or((x_2>= 0.0667orx_2>= 0.099)or(x_0>=-0.3937andx_2>= 0.399))))","( x_2 >= 0.6929 or ( x_2 >= -0.2929 until[16,18] x_1 <= -0.9999 ) )",( x_2 >= 0.4809 or not ( x_2 >= -1.6783 ) )
"always[2,inf] ( ( ( ( x_2 >= 0.5332 or x_2 >= 0.5332 ) or ( x_1 >= -0.0332 or x_1 >= -0.0332 ) ) and ( ( x_2 >= 0.2232 or x_1 >= -0.0232 ) or ( x_1 >= -0.0542 or x_1 >= -0.0542 ) ) ) )","( ( ( ( x_2 >= -0.1515 or x_2 >= -0.1225 ) or ( x_2 >= -0.1225 or x_1 <= -0.1225 ) ) or ( ( x_1 <= -0.1225 or x_2 >= -0.2225 ) and ( x_2 >= -0.2225 or x_2 >= -0.2225 ) ) ) until[29,33] always[25,30] ( ( ( x_2 >= 0.5555 and x_1 >= -0.2225 ) or ( x_2 >= 0.5225 and x_2 >= 0.5255 ) ) ) )","lways[10,inf](((((x_2>= 0.5131orx_2>= 0.0667)or(x_2>= 0.0631orx_0>=-0.0697))or((x_0>=-0.0061orx_0>=-0.0097)and(x_0>=-0.0061orx_0>=-0.0099)))until[19,22](((x_2>= 0.5611orx_2>= 0.0699)or(x_2>= 0.0631orx_2>= 0.0699))or((x_2>= 0.6131orx_2>= 0.0699)and(x_2>= 0.0631orx_2>= 0.0699)))))","always[19,inf] ( ( x_2 >= 0.6222 until[19,21] x_1 >= -1.2224 ) )",( x_1 >= -0.9873 until always ( x_2 >= 0.6526 ) )
( ( ( x_1 >= 0.233 or x_2 >= -0.433 ) or ( x_1 >= 0.233 or x_2 >= -0.443 ) ) or ( ( x_1 >= 0.233 or x_2 >= -0.443 ) and ( x_1 >= 0.234 or x_2 >= -0.444 ) ) ),"( ( ( ( x_2 >= -0.4155 or x_2 >= -0.4555 ) or ( x_1 >= -0.1525 or x_2 >= -0.4225 ) ) or ( ( x_2 >= -0.4225 or x_2 >= -0.4225 ) or ( x_1 >= -0.1525 until[11,20] x_2 >= -0.4225 ) ) ) or ( ( ( x_2 >= -0.4525 until[11,21] x_2 >= -0.4525 ) or ( x_2 >= -0.4555 until[21,26] x_2 >= -0.4555 ) ) or ( ( x_1 <= -0.1525 until[21,26] x_2 >= -0.4555 ) until[11,21] ( x_2 >= -0.4555 or x_2 >= -0.4555 ) ) ) )",((x_2>=-0.5333orx_1>= 0.0989)or(x_2>=-0.3933andx_2>=-0.499))or((x_1>= 0.0937andx_2>=-0.399)and(x_1>= 0.0937orx_2>=-0.399))),( x_2 >= -0.5299 or x_1 >= 0.6229 ),( x_1 >= 0.3887 or x_2 >= -0.5335 )
( ( ( x_2 <= 0.113 or x_0 <= 0.133 ) and ( x_2 <= 0.163 or x_0 <= 0.333 ) ) and ( ( x_2 <= 0.161 or x_0 <= 0.254 ) or ( x_2 <= 0.161 and x_0 <= 0.264 ) ) ),"( ( ( ( x_2 <= 0.2055 or x_2 <= -0.0555 ) and ( x_0 <= 0.2055 or x_2 <= -0.0555 ) ) or ( ( x_2 <= 0.2255 and x_2 <= 0.2255 ) and ( x_0 <= 0.2225 or x_2 <= -0.2055 ) ) ) until[1,19] ( ( ( x_2 <= 0.2555 or x_2 <= 0.2255 ) and ( x_0 <= 0.2255 or x_2 <= -0.2555 ) ) or ( ( x_2 <= -0.5555 until[15,26] x_2 <= 0.2555 ) and ( x_2 <= 0.2555 until[1,16] x_0 <= 0.2555 ) ) ) )","(((x_2<= 0.1377orx_2<= 0.0387)and(x_0<= 0.1377orx_2<= 0.1387))and((x_0<= 0.0377orx_2<= 0.0387)or(x_0<= 0.0377andx_0<= 0.0997)))until[1,19](((x_2<= 0.0377orx_2<= 0.0397)or(x_0<= 0.0377andx_0<= 0.099))or((x_2<= 0.0377andx_0<= 0.099)and(x_0<= 0.2377andx_2<= 0.039))))","( x_0 <= 0.6299 until[16,18] x_2 <= -0.0624 )",( eventually ( x_2 <= -0.1304 ) and x_0 <= 0.5015 )
"( ( ( x_2 <= -0.563 or x_0 <= -0.443 ) or ( x_2 <= -0.363 and x_0 <= -0.266 ) ) until[1,inf] ( ( x_2 <= -0.363 or x_1 <= -0.226 ) or ( x_2 <= -0.266 and x_1 <= -0.266 ) ) )","( ( ( ( x_2 <= -0.5055 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0525 ) ) or ( ( x_2 <= -0.2525 and x_2 <= -0.2225 ) or ( x_2 <= -0.2525 and x_2 <= -0.2555 ) ) ) until[1,19] ( ( ( x_2 <= -0.2525 or x_2 <= -0.2555 ) or ( x_2 <= -0.2555 or x_2 <= -0.2555 ) ) or ( ( x_2 <= -0.2555 until[25,30] x_2 <= -0.2555 ) or ( x_2 <= -0.2555 until[25,30] x_2 <= -0.2555 ) ) ) )","(((x_2<=-0.3337orx_2<=-0.399)and(x_2<=-0.3337orx_2<=-0.299))or((x_2<=-0.0637andx_2<=-0.399)and(x_2<=-0.3637andx_2<=-0.399)))until[1,19](((x_2<=-0.3637orx_2<=-0.396)or(x_0<=-0.3937andx_2<=-0.399))or((x_2<=-0.3937andx_2<=-0.399)and(x_2<=-0.3637orx_2<=-0.399))))","( x_2 <= -0.7929 or ( x_0 <= -0.9229 until[16,18] x_1 <= -1.2229 ) )","( x_0 <= -1.1832 or not ( ( x_2 >= -0.4865 or ( x_0 <= -0.0453 until[4,6] x_0 >= -0.244 ) ) ) )"
not ( ( ( x_2 <= -0.4632 or x_2 <= -0.463 ) and ( x_2 <= -0.463 or x_2 <= -0.443 ) ) ),"( ( ( x_2 >= -0.5155 or x_2 >= -0.5555 ) or ( x_2 >= -0.5555 until[10,25] x_2 >= -0.5555 ) ) or ( ( x_2 >= -0.5555 until[15,24] x_2 >= -0.4555 ) and ( x_2 >= -0.4555 until[20,29] x_2 >= -0.4555 ) ) )",((x_2>=-0.3937orx_2>=-0.4969)and(x_2>=-0.4937orx_2>=-0.496))or((x_2>=-0.4967andx_2>=-0.496)and(x_2>=-0.4937andx_2>=-0.499))),"( x_2 >= -0.5929 or ( x_2 >= -0.5222 until[16,20] x_2 >= -0.5222 ) )",( x_2 >= -0.5545 or ( x_2 >= 1.0873 and x_2 >= 1.3694 ) )
"( ( ( ( ( x_1 >= -0.033 or x_1 >= -0.033 ) or ( x_1 >= -0.133 or x_1 >= -0.033 ) ) or ( ( x_1 >= -0.163 or x_1 >= -0.134 ) or ( x_1 >= -0.133 or x_1 >= -0.134 ) ) ) until[2,inf] ( ( ( x_1 >= -0.163 or x_1 >= -0.2232 ) or ( x_1 >= -0.134 or x_1 >= -0.044 ) ) or ( ( x_1 >= -0.164 or x_1 >= -0.164 ) and ( x_1 >= -0.164 or x_1 >= -0.044 ) ) ) ) until[1,inf] ( ( ( ( x_1 >= -0.233 or x_1 >= -0.064 ) or ( x_1 >= -0.366 or x_1 >= -0.064 ) ) or ( ( x_1 >= -0.366 or x_1 >= -0.366 ) and ( x_1 >= -0.366 or x_1 >= -0.366 ) ) ) or always[1,inf] ( ( ( x_1 >= -0.366 or x_1 >= -0.266 ) or ( x_1 >= -0.166 or","( ( ( ( x_2 <= -0.0005 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_1 <= -0.0055 ) ) or ( ( x_2 <= -0.0055 and x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0555 ) ) ) until[29,32] ( ( ( x_2 >= -0.0525 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.0555 and x_2 <= -0.0555 ) until[29,32] ( x_2 <= -0.0555 or x_2 <= -0.0555 ) ) ) )","((((x_1>=-0.0337orx_1>=-0.0997)and(x_1>=-0.0637orx_1>=-0.0997))or((x_1>=-0.0637andx_1>=-0.0997)and(x_1>=-0.0067andx_1>=-0.0997)))until[10,20](((x_1>=-0.0067orx_1>=-0.0997)or(x_1>=-0.0637orx_1>=-0.069))or((x_1>=-0.0037orx_2>=-0.099)and(x_2>=-0.0631orx_2>=-0.099))))until[10,inf]not((((x_1>=-0.0036andx_1>=-0.099)and(x_1>=-0.0036andx_1>=-0.099))and((x_2<=-0.0036orx_2<=-0.099)and(x_1>=-0.0036andx_1>=-0.099)))))","( ( x_1 <= -0.6229 or x_1 <= -0.6929 ) until[19,21] ( x_0 <= -0.2929 or ( x_2 <= -0.2222 or x_1 <= -0.2922 ) ) )","always[5,14] ( always[9,14] ( ( ( x_0 <= -0.9203 or always[18,20] ( eventually[16,18] ( eventually[2,inf] ( not ( not ( x_1 <= -0.1045 ) ) ) ) ) ) and always[1,inf] ( not ( x_1 <= -1.0035 ) ) ) ) )"
"( ( ( x_2 >= 0.333 or x_2 >= 0.333 ) or ( x_2 >= 0.333 or x_2 >= 0.333 ) ) and ( ( x_2 >= 0.3332 or x_1 >= -0.3332 ) or ( x_2 >= 0.3332 until[2,29] x_1 >= -0.3332 ) ) )","( ( ( ( x_2 >= 0.3155 or x_2 >= 0.3155 ) or ( x_2 >= -0.1525 and x_2 >= -0.1525 ) ) or ( ( x_2 >= 0.2555 or x_2 >= -0.1525 ) and ( x_2 >= 0.2555 until[11,21] x_2 >= -0.2555 ) ) ) or ( ( ( x_2 >= 0.5555 until[15,25] x_2 >= -0.2555 ) and ( x_2 >= 0.4555 until[21,26] x_2 >= -0.2555 ) ) or ( ( x_2 >= 0.5555 until[25,30] x_2 >= -0.2555 ) and ( x_2 >= -0.2555 until[25,30] x_2 >= -0.2555 ) ) ) )",((x_2>= 0.3331orx_2>= 0.3389)or(x_2>= 0.3337andx_1>= 0.1999))and((x_2>= 0.0667orx_2>= 0.3999)or(x_2>= 0.3967andx_2>= 0.3999))),"( x_2 >= 0.4929 or ( x_0 >= -0.2929 until[19,21] x_1 >= -0.2922 ) )","eventually[10,12] ( ( not ( x_1 <= 1.807 ) or x_2 >= 0.4143 ) )"
"( ( ( ( x_2 <= 0.253 or x_2 <= -0.153 ) or ( x_2 <= -0.153 or x_2 <= -0.153 ) ) until[2,inf] ( ( x_2 <= 0.3331 or x_2 <= -0.153 ) or ( x_2 <= 0.3331 or x_1 >= -0.154 ) ) ) or ( ( ( x_2 <= -0.1531 or x_1 <= -0.054 ) or ( x_1 <= -0.164 or x_1 <= -0.0542 ) ) until[29,33] ( ( x_1 <= -0.1341 or x_1 <= -0.064 ) or ( x_1 <= -0.166 or x_2 <= -0.1662 ) ) ) )","( ( ( ( x_2 <= -0.0555 or x_2 <= -0.1225 ) until[2,22] ( x_2 <= -0.1225 until[2,25] x_2 <= -0.1225 ) ) or ( ( x_2 <= -0.1225 or x_2 <= -0.2225 ) until[25,32] ( x_2 <= -0.0525 or x_2 <= -0.2225 ) ) ) or eventually[25,33] ( eventually[25,30] ( ( x_2 <= 0.3525 or x_1 <= -0.2225 ) ) ) )","(((x_2<=-0.1131orx_2<= 0.0997)and(x_2<= 0.0937orx_2<= 0.1997))or((x_0<=-0.0911andx_0<=-0.0997)and(x_0<=-0.0977andx_0<=-0.0997)))until[25,30](((x_2<= 0.0931orx_2<= 0.0997)or(x_2<= 0.3337orx_2<= 0.399))or((x_2<= 0.3931orx_2<= 0.099)and(x_2<= 0.3937orx_2<= 0.099))))","eventually[19,inf] ( ( x_2 <= 0.3222 or x_1 <= -1.222 ) )",( eventually ( x_2 <= 0.3262 ) or ( x_0 <= 0.0127 and not ( x_1 >= -0.6394 ) ) )
"( ( ( x_2 >= -0.0332 or x_2 >= -0.033 ) or ( x_2 >= 0.133 or x_2 >= 0.0332 ) ) until[1,28] ( ( x_2 >= -0.034 or x_2 >= -0.034 ) or ( x_2 >= 0.1642 or x_2 >= -0.044 ) ) )","( ( ( ( x_2 >= -0.0515 or x_2 >= -0.1555 ) until[1,15] ( x_2 >= -0.1155 or x_2 >= -0.1555 ) ) or ( ( x_2 >= -0.1555 until[15,25] x_2 >= -0.1555 ) until[11,21] ( x_2 >= -0.1555 and x_2 >= -0.1555 ) ) ) or ( ( ( x_2 >= -0.1555 until[21,26] x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[20,29] x_2 >= -0.1555 ) ) and ( ( x_2 >= -0.1555 until[25,30] x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[20,29] x_2 >= -0.1555 ) ) ) )","((x_2>=-0.0331orx_2>=-0.0363)and(x_2>=-0.0337orx_2>=-0.0399))or((x_2>=-0.0367until[12,29]x_2>=-0.0386)and(x_2>=-0.0367until[12,29]x_2>=-0.0388)))","always[19,21] ( x_2 >= -0.0622 )","always[12,20] ( x_2 >= -0.062 )"
( ( ( x_0 <= -0.043 or x_2 >= 0.233 ) and ( x_0 <= -0.063 or x_1 >= -0.233 ) ) and ( ( x_1 >= -0.166 or x_0 <= -0.233 ) or ( x_2 >= -0.2632 and x_1 >= -0.226 ) ) ),"( ( ( ( x_2 <= -0.0055 or x_0 <= -0.0555 ) or ( x_2 >= -0.0055 and x_0 <= -0.0555 ) ) or ( ( x_2 >= -0.0555 and x_2 >= -0.0555 ) and ( x_0 <= -0.0555 or x_2 >= -0.0555 ) ) ) until[1,19] ( ( ( x_2 >= -0.0555 or x_2 >= -0.0555 ) or ( x_2 <= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 <= -0.0555 and x_2 >= -0.0555 ) and ( x_2 <= -0.0555 until[15,24] x_2 <= -0.0555 ) ) ) )",((x_0<=-0.0337orx_2>= 0.036)and(x_0<=-0.0337orx_1<=-0.036))or((x_0<=-0.0337andx_2>= 0.036)and(x_0<=-0.0337andx_1<=-0.036))),"( x_0 <= -0.4929 and ( x_2 >= 0.5229 until[16,18] x_1 <= -0.6929 ) )","( ( x_2 >= -1.7793 and eventually[2,20] ( ( ( ( ( x_1 <= 0.7318 or always[18,inf] ( not ( ( ( always[14,17] ( ( x_0 <= -0.411 and always[14,inf] ( x_2 <= 0.748 ) ) ) or ( x_1 >= 0.0645 until[0,8] x_2 >= 0.6835 ) ) and x_0 <= 0.5804 ) ) ) ) and ( x_2 >= -0.3282 and ( x_0 >= -0.6523 until[16,inf] not ( x_1 >= 0.7804 ) ) ) ) and x_0 <= 1.8241 ) and x_0 <= 0.5765 ) ) ) or x_0 <= -0.8926 )"
( ( ( x_2 <= -0.333 or x_2 <= -0.333 ) or ( x_2 <= -0.336 or x_2 <= -0.366 ) ) and ( ( x_2 <= -0.336 or x_2 <= -0.366 ) or ( x_2 <= -0.366 or x_2 <= -0.366 ) ) ),"( ( ( x_2 <= -0.5155 or x_2 <= -0.5155 ) until[1,19] ( x_2 <= -0.5155 or x_2 <= -0.4225 ) ) or ( ( x_2 <= -0.5555 until[20,29] x_2 <= -0.5555 ) and ( x_2 <= -0.5555 until[20,22] x_2 <= -0.5525 ) ) )",((x_2<=-0.2777orx_2<=-0.399)and(x_2<=-0.3977orx_2<=-0.399))or((x_2<=-0.3977andx_2<=-0.399)and(x_2<=-0.3977andx_2<=-0.399))),"eventually[1,19] ( x_2 <= -0.3923 )","( eventually[9,12] ( x_2 <= -0.382 ) or x_2 <= -0.6285 )"
"( ( ( x_2 <= 0.533 or x_0 >= 0.533 ) and ( x_2 <= 0.363 or x_0 >= 0.533 ) ) until[1,inf] ( ( x_2 <= 0.363 or x_0 <= 0.266 ) or ( x_2 <= 0.3632 and x_1 >= 0.266 ) ) )","( ( ( ( x_2 <= 0.5155 or x_2 <= 0.1055 ) or ( x_2 <= -0.1055 and x_2 <= -0.1055 ) ) or ( ( x_2 <= 0.2555 and x_2 <= -0.1555 ) or ( x_2 <= -0.1555 and x_2 <= -0.1555 ) ) ) until[15,22] ( ( ( x_0 <= 0.5555 or x_2 <= 0.2555 ) and ( x_2 <= 0.2555 or x_2 <= -0.2555 ) ) or ( ( x_2 <= 0.2555 and x_2 <= -0.2555 ) until[15,21] ( x_2 <= 0.2555 and x_2 <= -0.2555 ) ) ) )","(((x_2<= 0.2867andx_2<= 0.1987)and(x_2<= 0.1637orx_2<= 0.1997))or((x_2<= 0.0967andx_2<= 0.199)and(x_0<= 0.1967andx_2<= 0.199)))until[10,12](((x_2<= 0.0667orx_2<= 0.3997)or(x_0<= 0.3937andx_2<= 0.399))until[10,29]((x_2<= 0.3937orx_2<= 0.399)or(x_0<= 0.3937andx_2<= 0.399))))","( ( x_2 <= 0.6229 or x_0 <= 0.9229 ) until[16,18] x_2 <= -1.0222 )","( not ( ( ( ( x_0 <= -0.9969 until[5,14] eventually[13,inf] ( not ( ( ( not ( x_0 <= -0.2061 ) until[18,20] x_1 >= -0.2623 ) or always[4,14] ( not ( x_0 <= -0.1691 ) ) ) ) ) ) until[14,21] x_0 <= -0.7681 ) and eventually ( not ( x_1 >= -0.7038 ) ) ) ) until[18,20] ( x_0 <= 1.1248 until[7,15] x_2 <= 0.6471 ) )"
"( ( ( ( ( x_0 >= -0.153 or x_0 >= -0.034 ) or ( x_0 >= -0.154 or x_0 >= -0.054 ) ) or ( ( x_0 >= -0.154 or x_0 >= -0.054 ) or ( x_0 >= -0.154 or x_0 >= -0.154 ) ) ) until[2,inf] ( ( ( x_2 <= -0.1332 or x_1 <= -0.124 ) or ( x_1 >= -0.124 or x_1 >= -0.1642 ) ) or ( ( x_2 <= -0.1342 or x_1 >= -0.164 ) or ( x_1 >= -0.164 or x_2 >= -0.064 ) ) ) ) or eventually[2,inf] ( ( ( ( x_2 <= -0.136 or x_2 <= -0.064 ) or ( x_2 <= -0.166 or x_2 <= -0.066 ) ) until[1,inf] ( ( x_2 <= -0.166 or x_2 <= -0.066 ) or ( x_2 <= -0.166 or x_2 <= -0.166 ) ) ) ) )","( ( ( ( x_2 <= -0.0525 or x_2 <= -0.0525 ) or ( x_2 <= -0.0225 and x_2 <= -0.2225 ) ) or ( ( x_2 <= -0.2225 or x_2 <= -0.2225 ) until[25,32] ( x_2 <= -0.0525 or x_2 <= -0.2225 ) ) ) or eventually[29,32] ( eventually[25,32] ( ( x_2 <= -0.0225 or x_0 <= -0.2225 ) ) ) )","ventually[10,inf]((((x_2<= 0.0337orx_0<=-0.0997)or(x_2<= 0.0337andx_0<=-0.0997))or((x_2<= 0.0337until[10,19]x_0<=-0.0997)until[15,28](x_2<=-0.0337orx_0<=-0.099))))","eventually[19,inf] ( ( x_2 <= -0.0229 or x_0 <= -1.0229 ) )","( always[4,8] ( x_0 <= -1.0368 ) or not ( always[4,9] ( always[18,inf] ( x_2 >= -0.0275 ) ) ) )"
( ( ( x_2 >= 0.4332 or x_2 >= 0.4332 ) or ( x_2 >= 0.4332 or x_2 >= 0.4332 ) ) and ( ( x_2 >= 0.4332 or x_2 >= 0.4232 ) or ( x_2 >= 0.4332 or x_2 >= 0.4232 ) ) ),"( ( ( x_2 >= 0.3555 or x_2 >= 0.4255 ) and ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) and ( ( x_2 >= 0.4555 or x_2 >= -0.2555 ) or ( x_2 >= 0.4555 until[20,29] x_2 >= -0.4555 ) ) )","((x_2>= 0.3531orx_2>= 0.3963)and(x_2>= 0.3933orx_2>= 0.3999))or((x_2>= 0.3966andx_2>= 0.3999)and(x_2>= 0.3937until[12,29]x_2>= 0.3999)))","( x_2 >= 0.4923 until[16,20] x_2 >= 0.4923 )","( eventually[1,6] ( x_2 >= 0.4813 ) until[12,20] not ( ( always[0,8] ( x_1 >= -1.5215 ) until[3,21] ( x_1 >= 1.8627 and ( eventually[5,21] ( x_1 <= 1.3787 ) and x_2 <= -0.8462 ) ) ) ) )"
"( ( ( ( x_0 >= -0.035 or x_0 >= -0.034 ) or ( x_0 >= -0.054 or x_0 >= -0.054 ) ) or ( ( x_0 >= -0.054 or x_0 >= -0.0542 ) or ( x_0 >= -0.2562 or x_0 >= -0.0542 ) ) ) until[25,30] always[1,inf] ( not ( eventually[1,inf] ( x_2 >= 0.2311 ) ) ) )","always[20,22] ( always[20,23] ( ( ( x_2 <= 0.2215 or x_2 <= 0.2225 ) until[21,24] ( x_2 <= -0.0515 or x_2 <= -0.0525 ) ) ) )","(((x_2<=-0.0531orx_2<= 0.0397)and(x_2<= 0.0377orx_2<= 0.0397))or((x_0>= 0.0097andx_0>= 0.0997)and(x_0>= 0.0097andx_0>= 0.0997)))until[25,31](((x_2<= 0.0971orx_2<= 0.0397)or(x_2<= 0.0377andx_2<= 0.0397))or((x_2<= 0.0377andx_2<= 0.0397)and(x_2<= 0.0377orx_2<= 0.0399))))","always[19,inf] ( x_2 <= 0.292 )",always ( x_2 <= 0.3115 )
"( ( ( ( x_1 >= -0.123 or x_1 >= -0.123 ) or ( x_1 >= -0.123 or x_1 >= -0.023 ) ) until[1,inf] ( ( x_1 >= -0.123 or x_1 >= -0.123 ) or ( x_1 >= -0.123 and x_1 >= -0.124 ) ) ) until[2,inf] ( ( ( x_1 >= -0.1211 or x_1 >= -0.124 ) or ( x_1 >= -0.1232 or x_1 >= -0.164 ) ) or ( ( x_1 >= -0.1662 until[1,inf] x_1 >= -0.164 ) or ( x_1 >= -0.166 until[1,inf] x_0 >= -0.064 ) ) ) )","( ( ( ( x_2 <= 0.0055 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_2 <= -0.0055 ) ) or ( ( x_2 <= -0.0055 and x_2 <= -0.0525 ) or ( x_2 <= -0.0525 and x_2 <= -0.0525 ) ) ) until[25,30] ( ( ( x_2 >= -0.0525 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.2555 and x_2 <= -0.0555 ) until[25,30] ( x_2 <= -0.0555 or x_2 <= -0.0555 ) ) ) )","(((x_2>= 0.6631orx_1>= 0.1997)or(x_1>= 0.1637andx_1>= 0.1997))or((x_2>= 0.0667andx_2>= 0.099)and(x_1>= 0.0637orx_2>= 0.099)))until[10,20](((x_1>= 0.0637orx_1>= 0.099)or(x_0>=-0.0937orx_0>=-0.099))or((x_2>= 0.0931orx_2>= 0.099)and(x_2>= 0.0633andx_2>= 0.099))))","( ( x_1 <= -0.9229 until[16,18] x_2 >= -0.9229 ) or ( x_2 >= -0.9222 until[16,18] x_2 >= -0.9929 ) )",( ( x_2 <= -0.9901 and x_1 >= -0.5181 ) or x_2 >= 0.9682 )
"( ( ( x_2 >= 0.333 or x_2 >= 0.333 ) or ( x_2 >= 0.3332 or x_2 >= 0.3332 ) ) until[1,28] ( ( x_2 >= 0.3332 or x_1 >= -0.3332 ) or ( x_2 >= 0.3332 or x_1 >= -0.3332 ) ) )","( ( ( ( x_2 >= 0.2555 or x_2 >= -0.1525 ) or ( x_2 >= -0.1525 and x_2 >= -0.1525 ) ) or ( ( x_2 >= 0.2555 or x_2 >= -0.1525 ) and ( x_2 >= -0.1525 until[11,21] x_2 >= -0.1525 ) ) ) until[1,19] ( ( ( x_2 >= 0.3555 or x_2 >= -0.2555 ) or ( x_2 >= -0.1555 or x_2 >= -0.2555 ) ) or ( ( x_2 >= -0.1555 or x_2 >= -0.2555 ) or ( x_2 >= -0.2555 or x_2 >= -0.2555 ) ) ) )","((x_2>= 0.2331orx_2>= 0.3389)and(x_2>= 0.3337orx_2>= 0.3999))or((x_2>= 0.0667andx_2>= 0.0699)until[12,29](x_2>= 0.3937orx_1>= 0.0999)))","( x_2 >= 0.3929 or ( x_0 >= -0.2923 until[19,21] x_1 <= -0.9222 ) )","always[3,16] ( ( x_2 >= 0.4123 or ( ( x_1 >= 0.2162 until[3,inf] eventually[8,15] ( ( eventually[0,8] ( ( ( x_2 >= 0.0571 until[19,21] x_1 >= 0.5902 ) and x_2 <= 0.228 ) ) or ( x_1 <= -0.2931 until[12,inf] ( x_1 >= 0.7669 or x_2 >= -0.2348 ) ) ) ) ) and x_0 >= 0.5067 ) ) )"
"always[22,inf] ( not ( always[23,inf] ( x_2 <= -0.4031 ) ) )","eventually[20,23] ( eventually[25,inf] ( ( ( x_2 >= -0.4155 or x_2 >= -0.3225 ) until[25,32] ( x_2 >= -0.4225 or x_0 <= -0.5225 ) ) ) )","ventually[10,inf](eventually[10,inf](eventually[10,16](eventually[10,16](x_2>=-0.4319))))","always[11,inf] ( always[19,inf] ( x_2 >= -0.4522 ) )","always[13,inf] ( eventually[6,11] ( not ( always[14,inf] ( always ( eventually[8,13] ( x_2 <= -0.4596 ) ) ) ) ) )"
( ( ( x_2 <= 0.413 or x_2 <= 0.413 ) or ( x_2 <= 0.453 or x_2 <= 0.453 ) ) or ( ( x_2 <= 0.413 or x_2 <= 0.453 ) and ( x_2 <= 0.453 or x_2 <= 0.456 ) ) ),"( ( ( x_2 <= 0.4155 or x_2 <= 0.4255 ) or ( x_2 <= -0.1555 until[1,15] x_2 <= -0.1555 ) ) or ( ( x_2 <= 0.5255 or x_2 <= 0.4555 ) or ( x_2 <= -0.2555 until[1,21] x_2 <= -0.2555 ) ) )",((x_2<= 0.3377orx_2<= 0.399)or(x_2<= 0.3937andx_2<= 0.399))or((x_2<= 0.3967andx_2<= 0.399)and(x_0>= 0.0977orx_0>= 0.099))),"( x_2 <= 0.4929 or ( x_0 >= -0.2929 until[11,13] x_1 >= -0.9229 ) )","( ( x_2 <= 0.4867 or x_2 <= -0.7458 ) or eventually[15,21] ( always[7,15] ( x_0 >= 1.5644 ) ) )"
