0,gold formula
"( x_1 <= 0.0229 or ( x_2 <= 1.8222 or ( x_1 <= -0.2222 until[16,18] x_2 <= -0.2222 ) ) )","eventually[16,inf] ( always[8,inf] ( always[9,inf] ( always[29,34] ( not ( ( ( x_2 >= 0.1892 and x_2 >= -1.3572 ) and ( x_1 >= 1.5096 until[1,31] x_2 >= 1.9181 ) ) ) ) ) ) )"
"( x_0 >= -0.2529 until[19,21] always[19,21] ( x_2 <= 0.5999 ) )","not ( not ( ( not ( ( always[29,33] ( not ( x_2 >= -0.1404 ) ) and always[26,inf] ( eventually[34,36] ( x_1 >= 2.1908 ) ) ) ) until[30,35] not ( not ( not ( ( x_2 >= 0.5464 or x_0 <= -0.0472 ) ) ) ) ) ) )"
"( ( x_1 <= -0.2299 until[19,21] ( x_1 <= -0.2229 until[19,21] x_0 >= -0.1229 ) ) until[19,21] ( x_1 <= -0.1122 until[19,21] x_2 <= -0.2222 ) )","not ( eventually ( ( eventually[0,inf] ( ( ( eventually[31,36] ( x_0 >= 0.6824 ) until[2,26] not ( x_2 <= -0.6449 ) ) and ( not ( x_0 >= 0.3777 ) and ( x_1 <= -0.3677 or x_1 >= -0.5531 ) ) ) ) or ( not ( ( not ( x_1 >= 0.205 ) and eventually[24,36] ( x_0 >= -0.4485 ) ) ) or ( ( ( x_2 >= 1.3663 or x_1 <= -0.0781 ) or ( x_2 >= -0.6739 until[3,inf] x_0 >= -0.7046 ) ) until[20,36] eventually[19,25] ( ( x_2 >= 1.2602 or x_2 <= 2.5417 ) ) ) ) ) ) )"
"( ( x_0 >= 0.5229 until[19,21] ( x_2 >= 0.6229 until[19,21] x_1 <= -0.2224 ) ) until[19,inf] ( x_0 >= 0.6222 until[16,18] x_2 >= 0.6922 ) )","always[11,inf] ( ( ( ( always ( not ( always[27,inf] ( x_0 <= 0.8587 ) ) ) and ( always[30,32] ( not ( x_2 <= 0.7136 ) ) and not ( ( x_0 >= -0.1336 and x_1 >= 0.8673 ) ) ) ) until[4,inf] eventually[7,12] ( not ( not ( ( x_1 >= -0.45 until[3,34] x_2 >= -2.4026 ) ) ) ) ) and always[31,35] ( ( ( ( eventually[23,34] ( x_0 <= -0.6973 ) and eventually[26,32] ( x_2 >= -0.4114 ) ) and eventually[7,inf] ( ( x_2 <= -0.6343 or x_1 <= -0.0221 ) ) ) or always[5,12] ( eventually[14,21] ( ( x_2 >= -0.3836 and x_2 <= 0.3439 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_2 <= -0.2224 and ( x_0 >= 1.6924 and x_2 <= -0.2224 ) ) )","always[4,10] ( ( eventually ( always[10,inf] ( not ( not ( ( x_0 <= 0.0719 or x_2 >= -0.0671 ) ) ) ) ) and eventually[13,inf] ( ( ( always[17,inf] ( ( x_2 <= -0.4742 and x_0 >= 1.7183 ) ) and not ( not ( x_2 <= -0.6574 ) ) ) until[21,35] ( always[9,26] ( ( x_1 >= -0.2547 and x_0 <= 1.1776 ) ) or ( eventually[16,inf] ( x_0 <= 0.3041 ) or ( x_1 >= 1.3086 or x_0 <= 2.3121 ) ) ) ) ) ) )"
"always[19,inf] ( x_0 >= -0.0522 )","( eventually ( eventually[31,35] ( not ( eventually[30,32] ( not ( not ( x_0 <= 0.1012 ) ) ) ) ) ) and eventually[21,inf] ( always ( eventually[6,inf] ( ( always[8,29] ( ( x_0 >= -0.6665 or x_2 >= -0.1014 ) ) until[22,30] not ( ( x_2 >= 1.0501 until x_2 <= -0.4916 ) ) ) ) ) ) )"
"( ( x_0 >= -0.0229 until[19,21] ( x_2 <= -0.9229 until[19,21] ( x_2 >= -0.9229 until[19,21] x_1 <= -0.2929 ) ) ) until[19,21] ( x_2 >= -0.9922 until[19,21] x_2 >= 0.9922 ) )","always ( not ( ( ( not ( not ( ( x_1 >= -0.1132 or x_0 <= -0.5273 ) ) ) until[5,inf] ( ( not ( x_1 <= 0.8168 ) until[11,inf] eventually[8,16] ( x_1 <= 0.4291 ) ) and always[26,33] ( not ( x_1 <= -1.6861 ) ) ) ) or not ( ( ( ( x_2 >= -1.0816 and x_2 >= 0.7562 ) until[19,inf] ( x_1 <= -0.2015 until[33,35] x_2 <= -1.3045 ) ) until[10,28] ( not ( x_0 <= 0.9679 ) until[1,8] not ( x_0 <= 0.6184 ) ) ) ) ) ) )"
"eventually[11,inf] ( ( x_1 <= 1.2222 or x_1 <= -0.2222 ) )","( not ( always[14,33] ( always[22,36] ( not ( ( eventually[30,32] ( x_1 <= 1.3309 ) or eventually[18,20] ( x_2 >= 0.5601 ) ) ) ) ) ) or always[25,35] ( not ( not ( ( ( ( x_0 <= -2.4644 and x_2 <= -1.2983 ) until[17,31] always[31,36] ( x_2 >= 0.7255 ) ) and always[15,26] ( ( x_2 <= -0.147 until[26,29] x_0 <= -2.0936 ) ) ) ) ) ) )"
"( ( x_0 >= -0.5229 or x_0 >= -0.5929 ) until[19,21] ( x_2 <= -0.2929 or ( x_0 <= -0.2229 or x_1 <= -0.2929 ) ) )","always ( ( ( not ( eventually[11,14] ( always[34,36] ( ( x_0 <= 0.1375 and x_1 >= -0.8636 ) ) ) ) until always[6,12] ( eventually[10,35] ( eventually ( eventually[5,inf] ( x_0 <= -0.3265 ) ) ) ) ) or not ( not ( ( ( ( x_1 <= -1.9357 and x_1 >= 0.4666 ) or always[20,34] ( x_1 >= -1.7855 ) ) until[17,29] ( ( x_2 >= -0.0051 and x_2 >= 0.2084 ) and ( x_2 <= -1.7666 and x_0 <= -0.6351 ) ) ) ) ) ) )"
"( x_2 <= -0.4999 until[19,inf] ( x_2 <= -0.2229 until[19,21] x_1 <= -1.2229 ) )","always[19,24] ( always ( ( eventually[21,23] ( ( not ( not ( x_0 <= -0.2959 ) ) or ( ( x_2 <= 0.9604 or x_1 >= 1.5062 ) until[0,inf] not ( x_1 >= 0.2378 ) ) ) ) until[16,24] eventually[1,inf] ( always[9,13] ( ( eventually ( x_2 >= -0.6209 ) and not ( x_2 >= -0.1559 ) ) ) ) ) ) )"
"( x_1 <= -0.4999 until[19,21] always[19,21] ( ( x_1 <= -0.2929 or x_2 >= -1.0929 ) ) )","eventually[17,32] ( always[30,34] ( ( not ( eventually ( not ( ( x_1 >= -2.0779 and x_1 >= -1.3914 ) ) ) ) and not ( not ( eventually[3,inf] ( eventually ( x_1 <= -0.1328 ) ) ) ) ) ) )"
"( ( x_0 >= -0.5222 until[19,21] x_1 <= -0.2922 ) or ( x_1 <= -0.2922 until[16,18] x_1 <= -0.9992 ) )","not ( ( ( ( eventually ( always[1,15] ( ( x_2 >= 0.023 until[24,inf] x_1 >= -1.2718 ) ) ) or ( eventually[7,29] ( not ( x_1 <= -0.6869 ) ) or eventually[21,24] ( not ( x_1 <= 0.9996 ) ) ) ) and not ( ( ( eventually[19,27] ( x_2 >= 0.1333 ) or always[12,inf] ( x_0 <= -0.1608 ) ) and eventually[1,5] ( ( x_2 >= -0.2455 until[6,31] x_2 <= -2.6126 ) ) ) ) ) and not ( not ( eventually[16,inf] ( eventually[18,inf] ( not ( x_0 >= 0.6154 ) ) ) ) ) ) )"
"( ( x_0 >= -0.9299 or x_2 >= -0.9229 ) until[16,18] ( x_0 >= -0.2929 or ( x_2 <= -0.2922 until[16,18] x_1 <= -0.2929 ) ) )","always[34,36] ( not ( ( eventually ( always[10,26] ( ( not ( x_1 <= -2.1087 ) and ( x_1 >= 0.691 or x_0 <= -0.2855 ) ) ) ) and not ( eventually[3,27] ( ( ( x_2 >= -0.9255 until[3,14] x_1 >= -0.1353 ) until[12,16] ( x_2 >= -0.5978 and x_0 <= 0.4273 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_1 >= -0.9922 and x_1 >= -1.0922 ) )","eventually[24,inf] ( eventually[18,inf] ( always[7,29] ( not ( ( ( ( x_2 <= -0.6474 or x_0 >= 0.2184 ) or always[20,inf] ( x_2 <= 2.5185 ) ) and ( ( x_1 <= 1.0574 or x_2 <= -1.5295 ) and ( x_1 >= 2.0898 or x_1 <= -0.6752 ) ) ) ) ) ) )"
"always[12,inf] ( x_1 <= 0.9222 )","always ( not ( always ( always[25,32] ( not ( eventually[26,inf] ( not ( x_1 >= 0.9089 ) ) ) ) ) ) )"
"( ( x_1 >= -0.2229 or x_0 >= 0.2929 ) or ( x_1 <= 0.2229 until[16,18] x_2 >= 0.2922 ) )","always[0,inf] ( not ( ( eventually[0,24] ( ( not ( ( x_1 >= 0.9529 or x_1 >= 0.0523 ) ) and ( always[34,36] ( x_0 <= -0.1449 ) or ( x_1 >= -0.2658 until[23,inf] x_2 <= 0.7201 ) ) ) ) or ( ( ( ( x_1 >= -0.8711 or x_2 >= -0.907 ) or eventually[30,34] ( x_0 <= 0.9955 ) ) until ( ( x_0 >= -0.8493 until[18,26] x_0 >= -0.3259 ) until[12,30] always ( x_1 >= 1.087 ) ) ) and ( always ( ( x_2 >= -0.8 and x_0 >= 0.1894 ) ) and not ( ( x_2 >= 0.0828 or x_1 >= 0.4683 ) ) ) ) ) ) )"
"eventually[19,inf] ( x_2 >= 1.3922 )","always[22,29] ( eventually[18,24] ( not ( always[4,22] ( eventually[4,13] ( not ( not ( x_2 <= 1.3455 ) ) ) ) ) ) )"
"( ( x_2 <= -0.6229 or x_2 <= -0.6929 ) until[19,21] ( x_0 >= -0.2929 or ( x_1 <= -0.2922 until[16,18] x_2 <= -0.2922 ) ) )","( not ( always[20,22] ( always ( ( ( always[10,inf] ( x_0 <= 0.4265 ) or ( x_1 >= -0.1891 until[17,inf] x_0 <= 1.9648 ) ) and ( not ( x_2 <= 1.38 ) or ( x_0 >= -0.415 or x_1 <= 0.4082 ) ) ) ) ) ) until[28,30] not ( not ( not ( not ( not ( not ( x_2 <= 0.9877 ) ) ) ) ) ) )"
"( x_2 <= -1.2922 until[19,21] always[16,18] ( ( x_1 >= -0.7922 or x_1 >= -1.0922 ) ) )","always[31,33] ( always ( ( ( not ( ( ( x_0 >= -2.0308 and x_0 <= -1.3183 ) or ( x_1 <= -0.8594 or x_2 >= 1.9503 ) ) ) until[21,25] not ( not ( ( x_1 <= -0.67 or x_2 <= 1.733 ) ) ) ) or ( ( always[7,28] ( ( x_1 >= -0.4645 until[30,34] x_2 <= -0.379 ) ) or ( ( x_0 >= -2.2291 until[31,36] x_1 >= -0.0964 ) until[17,22] ( x_0 >= 0.5406 and x_2 >= -0.3675 ) ) ) or always[4,32] ( eventually[24,35] ( not ( x_0 >= -2.293 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_1 >= -0.4922 or x_2 >= -1.2222 ) )","eventually[28,inf] ( ( ( always[4,35] ( eventually[15,20] ( ( ( x_1 <= -0.4985 and x_2 >= 0.0717 ) and not ( x_1 <= -0.415 ) ) ) ) or always[8,26] ( not ( not ( ( x_2 >= -1.2523 until[33,35] x_1 >= -0.1141 ) ) ) ) ) or ( always[1,inf] ( ( not ( not ( x_1 >= 0.0299 ) ) or eventually[18,inf] ( ( x_0 <= 1.6715 until[12,22] x_2 <= 0.2773 ) ) ) ) until[1,inf] not ( ( not ( ( x_0 >= -1.2683 and x_1 >= 1.7562 ) ) and ( ( x_2 <= 0.3854 until[10,inf] x_2 >= -0.9199 ) or not ( x_1 >= -0.6554 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 or x_1 <= 0.2229 ) or eventually[19,21] ( ( x_1 <= 0.1229 or x_0 >= -0.2222 ) ) )","always ( eventually ( not ( ( not ( ( eventually[9,34] ( x_1 <= 0.2193 ) or not ( x_0 <= 0.2466 ) ) ) and not ( always[7,34] ( ( x_2 <= 0.5449 and x_1 >= 0.2697 ) ) ) ) ) ) )"
"always[19,inf] ( x_0 >= -1.8922 )","not ( not ( not ( not ( eventually[32,35] ( always[16,18] ( always ( x_0 >= -1.8049 ) ) ) ) ) ) )"
"( ( x_0 <= 0.9229 or x_1 >= -0.2229 ) or ( x_2 <= -0.2222 or ( x_1 <= -0.2222 until[19,21] x_1 <= -0.2222 ) ) )","( not ( ( eventually[7,inf] ( ( not ( ( x_1 <= 0.4932 and x_2 <= -1.3756 ) ) or always[31,35] ( ( x_0 <= -0.7012 or x_1 >= 0.8067 ) ) ) ) and ( ( not ( not ( x_2 >= 0.1139 ) ) or ( not ( x_0 >= -1.0706 ) or always[6,20] ( x_1 >= -0.0248 ) ) ) and not ( ( eventually[4,22] ( x_2 <= -0.3884 ) or ( x_1 >= -0.7183 and x_2 >= -1.9436 ) ) ) ) ) ) or eventually[21,33] ( always[14,16] ( ( always[31,35] ( ( ( x_1 <= -0.1317 and x_2 <= 0.8943 ) or not ( x_1 >= -0.3715 ) ) ) or always[33,inf] ( not ( ( x_0 >= 0.2024 until[6,17] x_0 >= 1.2289 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_2 >= 0.4529 until[19,21] x_2 >= 1.022 ) )","( always[28,34] ( not ( always[0,36] ( not ( ( not ( x_0 >= -0.1817 ) or always[4,9] ( x_2 <= 1.0247 ) ) ) ) ) ) and not ( ( ( ( always[10,inf] ( not ( x_0 >= -0.8539 ) ) until[25,36] always[11,13] ( ( x_2 <= -0.8767 and x_1 <= 0.1687 ) ) ) and always[0,34] ( ( ( x_2 >= -0.9634 until[15,36] x_1 >= 0.5947 ) until[13,25] eventually[4,inf] ( x_0 >= -0.8035 ) ) ) ) or eventually ( always[17,26] ( always[19,23] ( not ( x_2 >= 0.3808 ) ) ) ) ) ) )"
"( ( x_2 <= 0.5229 or x_0 <= -0.5929 ) until[19,21] ( x_0 <= -0.5929 until[16,18] x_2 <= 0.5922 ) )","( ( not ( ( eventually[4,inf] ( not ( ( x_1 >= -0.2066 and x_0 <= 0.6805 ) ) ) and ( ( always[24,26] ( x_2 <= -1.7524 ) or ( x_0 >= 1.7881 and x_0 <= -0.2435 ) ) or always[20,31] ( not ( x_1 <= 1.841 ) ) ) ) ) until eventually[16,20] ( not ( ( ( not ( x_1 >= -0.471 ) and ( x_1 >= -0.6464 until[23,30] x_0 <= 0.2044 ) ) or not ( eventually[18,21] ( x_0 <= -0.4436 ) ) ) ) ) ) and always[4,inf] ( eventually[2,33] ( ( eventually[29,33] ( eventually[3,13] ( ( x_2 <= -0.4503 and x_1 >= 0.9509 ) ) ) or ( not ( ( x_0 <= -0.4345 until[1,inf] x_0 >= 0.7565 ) ) until always[6,12] ( ( x_2 <= 0.9762 and x_1 <= -0.6444 ) ) ) ) ) ) )"
"( ( x_0 >= -0.0929 until[19,inf] x_1 <= -0.6299 ) until[19,21] ( x_0 >= 0.1229 until[19,21] x_2 <= 0.5999 ) )","( not ( not ( not ( eventually[0,inf] ( ( ( x_0 >= 1.1098 or x_0 <= -0.0562 ) or not ( x_2 >= -2.3358 ) ) ) ) ) ) until always[4,9] ( ( eventually[22,inf] ( eventually[10,inf] ( not ( ( x_1 <= -0.693 and x_2 <= 0.514 ) ) ) ) and not ( eventually ( ( not ( x_1 <= 0.3377 ) and always[24,28] ( x_2 >= -0.3949 ) ) ) ) ) ) )"
"eventually[19,21] ( ( x_1 >= -1.3222 or x_1 >= -0.2922 ) )","eventually ( not ( ( ( ( ( ( x_2 <= -0.5411 until[18,24] x_2 <= 0.7039 ) and eventually[33,36] ( x_2 <= 1.1872 ) ) and always[12,26] ( not ( x_1 >= -1.3424 ) ) ) or ( ( always[7,23] ( x_0 >= 0.1342 ) and ( x_1 <= -0.351 and x_1 <= 0.2857 ) ) and always ( ( x_1 <= -1.4245 until[14,35] x_1 <= 1.4087 ) ) ) ) until[2,16] always[31,34] ( not ( ( ( x_0 >= 1.7794 until[5,inf] x_1 <= 0.1958 ) until ( x_2 >= 1.2597 or x_0 <= 0.4007 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2229 or x_0 <= 0.6229 ) or ( x_2 >= -0.2929 until[19,21] ( x_2 <= -0.2229 or x_1 >= -0.2922 ) ) )","always ( ( eventually[32,36] ( ( ( not ( ( x_2 >= 1.1157 and x_1 <= -1.3302 ) ) or ( ( x_1 <= -0.18 until[33,35] x_2 <= -0.6417 ) or eventually[6,28] ( x_0 <= -0.124 ) ) ) or ( always ( always[14,36] ( x_2 >= -0.6261 ) ) and ( not ( x_2 <= -0.4427 ) or eventually[33,36] ( x_2 >= 0.0451 ) ) ) ) ) and ( eventually[12,inf] ( ( ( ( x_2 <= 1.7527 and x_0 <= 0.931 ) or eventually[2,35] ( x_2 >= -0.0453 ) ) or ( ( x_0 <= -1.6508 until[1,14] x_0 >= -0.7418 ) or not ( x_1 >= -0.9106 ) ) ) ) or eventually[24,36] ( ( always[0,inf] ( not ( x_2 <= 0.952 ) ) and not ( eventually[2,18] ( x_2 <= 0.1689 ) ) ) ) ) ) )"
"eventually[19,inf] ( ( x_1 >= 0.5922 or x_2 >= 1.2222 ) )","( always[27,33] ( ( ( ( not ( ( x_0 <= 0.2975 and x_2 <= 0.9563 ) ) or not ( ( x_0 >= -1.3932 or x_0 >= -1.576 ) ) ) until[9,24] ( eventually[20,22] ( ( x_2 >= 1.7979 and x_0 >= -0.6944 ) ) and not ( eventually[15,34] ( x_0 >= 0.2609 ) ) ) ) or not ( not ( ( ( x_1 >= 1.4066 and x_1 <= -2.8569 ) and ( x_0 <= 0.6884 or x_2 >= 1.4627 ) ) ) ) ) ) or not ( always[21,inf] ( ( eventually ( ( not ( x_0 >= 0.5344 ) or not ( x_1 >= 0.1238 ) ) ) until[22,33] not ( not ( ( x_1 <= 0.7152 or x_2 >= 1.3098 ) ) ) ) ) ) )"
"( x_0 <= -0.2929 and always[19,inf] ( x_1 <= -0.2929 ) )","( eventually[9,18] ( always ( ( always[18,23] ( ( eventually[10,inf] ( x_0 <= -1.3394 ) and always ( x_1 <= -0.0661 ) ) ) and not ( not ( ( x_1 >= -2.4604 and x_1 <= -0.0718 ) ) ) ) ) ) until[1,inf] ( not ( not ( not ( ( ( x_2 >= 0.1866 and x_1 >= -0.9118 ) or always[25,30] ( x_2 <= 0.6965 ) ) ) ) ) or ( eventually ( not ( not ( not ( x_0 >= 0.9073 ) ) ) ) and not ( always ( always[19,inf] ( not ( x_2 <= 0.5703 ) ) ) ) ) ) )"
( x_2 <= -0.5999 or ( x_2 <= -0.4229 or x_2 <= -0.4929 ) ),"eventually[8,14] ( ( not ( ( always[15,23] ( ( not ( x_2 >= -0.524 ) until[7,21] ( x_1 <= -1.2546 until[11,29] x_2 <= 0.422 ) ) ) and always[31,33] ( ( eventually[27,33] ( x_1 >= -0.4715 ) and eventually[11,24] ( x_2 >= 0.597 ) ) ) ) ) and ( always[1,3] ( ( eventually[10,inf] ( ( x_2 >= 0.1407 until[23,27] x_0 >= 1.6391 ) ) or ( ( x_2 >= -0.6376 or x_1 <= -0.7375 ) or ( x_2 >= 0.1098 or x_0 <= -1.6572 ) ) ) ) or ( ( always[23,26] ( eventually[14,36] ( x_2 <= 1.0288 ) ) and always[3,inf] ( not ( x_2 >= -1.5862 ) ) ) or always[27,33] ( eventually[22,26] ( ( x_2 <= 0.0848 or x_0 >= 0.6949 ) ) ) ) ) ) )"
"( x_0 <= -0.2229 and ( x_0 <= -0.2929 until[19,21] ( ( x_1 <= 0.2229 until[19,21] x_1 <= 0.2229 ) until[19,21] x_1 >= 0.2222 ) ) )","always[7,inf] ( ( always[2,16] ( eventually ( ( not ( not ( x_0 <= 0.0483 ) ) and eventually[3,33] ( always[10,27] ( x_0 <= -1.7394 ) ) ) ) ) until[2,10] not ( not ( always[9,inf] ( ( ( x_1 >= 1.0932 and x_1 >= 0.3841 ) and not ( x_1 >= 0.2079 ) ) ) ) ) ) )"
"( ( x_0 <= -0.5229 until[19,21] x_0 >= 0.7299 ) until[19,21] ( x_0 <= -0.5922 until[16,18] x_0 <= -0.5996 ) )","( always[4,8] ( always[14,19] ( ( always[0,7] ( ( ( x_0 >= -0.8931 until[21,36] x_0 >= 0.7165 ) and ( x_0 <= -0.5406 until[14,28] x_0 >= 0.0888 ) ) ) and not ( not ( always[31,35] ( x_0 >= 0.8732 ) ) ) ) ) ) and always[17,36] ( not ( not ( ( ( eventually[13,28] ( x_0 >= 0.0705 ) until[10,inf] ( x_1 >= 0.4021 and x_0 >= -1.3249 ) ) or ( eventually[3,20] ( x_2 <= 0.5602 ) or ( x_2 <= 0.03 until[33,35] x_1 >= -1.1122 ) ) ) ) ) ) )"
"( x_0 >= -0.5299 and ( x_1 <= 0.5229 until[19,inf] x_0 <= -0.4929 ) )","not ( not ( ( not ( always[27,inf] ( ( ( x_0 <= -0.2083 and x_0 <= 0.6179 ) and ( x_0 <= -1.9189 and x_2 >= 1.8938 ) ) ) ) until ( not ( ( always[10,inf] ( x_0 <= -1.0238 ) until ( x_2 >= 0.256 or x_0 <= -1.1429 ) ) ) until[1,8] ( ( ( x_1 <= 1.3484 or x_1 >= -1.8439 ) and always ( x_0 <= -0.3592 ) ) and always[15,inf] ( always[3,inf] ( x_1 <= 0.5371 ) ) ) ) ) ) )"
( ( x_0 >= -0.9299 or x_2 <= -0.9229 ) and x_0 >= -1.0929 ),"not ( not ( not ( ( not ( eventually[1,16] ( ( x_2 <= -1.1257 or x_2 >= 1.7153 ) ) ) until[8,23] ( always[22,28] ( eventually[4,inf] ( x_0 >= 1.4873 ) ) or not ( ( x_0 >= -0.5544 and x_0 >= -0.427 ) ) ) ) ) ) )"
"( x_2 >= 0.3229 and ( x_1 >= -0.0229 until[19,21] ( x_2 >= 2.0229 until[19,21] ( x_1 <= -0.2222 until[16,18] x_2 >= -0.2222 ) ) ) )","always[2,inf] ( ( always[18,24] ( not ( always[9,11] ( not ( ( x_1 >= 1.2322 and x_0 <= 1.0182 ) ) ) ) ) until[22,33] not ( eventually[16,inf] ( not ( not ( ( x_2 <= 2.2816 or x_0 >= 1.3714 ) ) ) ) ) ) )"
"( ( x_2 >= -0.9229 or x_0 <= 0.2229 ) or ( x_1 >= -0.2229 until[19,21] ( x_0 <= -0.2229 or x_2 >= -0.9222 ) ) )","always[8,29] ( always[23,31] ( ( ( ( ( eventually[32,35] ( x_2 >= 0.5398 ) or ( x_2 <= -0.4421 and x_2 <= 0.3424 ) ) and ( always ( x_2 <= -0.1678 ) and ( x_0 >= -0.0705 and x_1 >= 0.6398 ) ) ) or ( eventually[2,32] ( ( x_1 >= -1.8003 and x_0 <= 0.7528 ) ) or ( not ( x_1 >= 1.8161 ) and ( x_2 >= -0.7126 or x_1 <= -1.7995 ) ) ) ) or always[19,31] ( ( not ( ( x_1 <= 0.5801 and x_1 <= 0.2769 ) ) and not ( eventually ( x_1 <= 0.0518 ) ) ) ) ) ) )"
"eventually[19,inf] ( x_2 <= -0.8922 )","eventually[2,8] ( eventually[2,9] ( ( always[15,21] ( ( ( eventually[9,31] ( x_0 <= 0.9192 ) and always ( x_0 >= 2.4414 ) ) or always[32,35] ( not ( x_2 >= -0.8163 ) ) ) ) and ( always[10,19] ( always[3,25] ( not ( x_1 <= -1.178 ) ) ) or not ( ( ( x_2 <= 0.4218 or x_2 <= 0.8386 ) until[20,29] eventually[20,30] ( x_2 >= -0.3409 ) ) ) ) ) ) )"
"( ( x_0 <= -1.0229 or x_0 <= 0.9229 ) until[16,18] ( x_0 <= -0.9922 or x_1 <= -1.0929 ) )","eventually ( ( always[6,15] ( not ( ( always[2,22] ( ( x_1 >= -0.4602 and x_0 <= -1.4203 ) ) or eventually[6,23] ( ( x_0 >= 1.0129 until[12,19] x_1 <= -0.7978 ) ) ) ) ) and always[2,23] ( not ( eventually[5,24] ( ( ( x_1 <= 0.6776 or x_2 >= 0.6837 ) and always[22,29] ( x_0 >= 0.7505 ) ) ) ) ) ) )"
"( x_2 <= 0.5924 until[19,21] ( x_0 >= 0.7224 until[19,21] x_2 <= 0.2994 ) )","eventually ( eventually[18,26] ( ( ( ( always[3,26] ( ( x_0 >= -0.1634 and x_0 >= 0.6986 ) ) until not ( ( x_2 >= -0.333 until[0,inf] x_2 <= 0.6998 ) ) ) and not ( not ( eventually ( x_1 <= 2.1654 ) ) ) ) until[7,9] always[11,23] ( ( eventually[15,inf] ( not ( x_1 >= 1.8232 ) ) and not ( not ( x_2 <= 0.2278 ) ) ) ) ) ) )"
"( x_0 >= -0.3525 and always[19,inf] ( x_1 <= -0.3522 ) )","always ( always[18,inf] ( ( not ( ( always[16,22] ( always[5,25] ( x_1 >= -1.2617 ) ) and eventually[21,36] ( ( x_1 >= -0.1805 or x_0 <= 0.1699 ) ) ) ) and not ( not ( not ( eventually[19,24] ( x_0 <= -0.4115 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2229 or x_0 <= -0.2929 ) until[16,18] x_2 <= -0.6922 )","( not ( not ( not ( ( eventually[3,12] ( always ( x_2 >= -0.7398 ) ) and ( always[15,18] ( x_2 >= 1.4026 ) or ( x_0 >= -0.3442 and x_2 >= -0.4842 ) ) ) ) ) ) until[8,inf] not ( eventually[18,25] ( not ( ( ( ( x_0 <= -2.2202 and x_2 <= -0.8634 ) or eventually[22,27] ( x_0 <= 0.6753 ) ) or ( not ( x_2 <= -1.4956 ) and not ( x_0 <= -0.9743 ) ) ) ) ) ) )"
"( ( x_2 <= -0.6299 or x_0 >= -0.2929 ) until[19,21] ( x_0 >= -0.2229 or x_2 <= 0.5999 ) )","always[11,32] ( not ( eventually ( ( ( always[7,10] ( not ( x_0 >= -0.1013 ) ) or always[34,inf] ( not ( x_0 <= 0.6771 ) ) ) and ( eventually[19,34] ( always[6,inf] ( x_0 <= -0.2306 ) ) or ( ( x_2 >= -0.1645 and x_2 >= -0.0614 ) until[26,inf] ( x_2 >= -2.0835 or x_1 >= 0.0536 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2929 and x_0 <= -0.9229 ) until[19,inf] ( x_1 <= -0.2229 until[19,21] ( x_0 <= -0.9929 until[19,21] x_0 <= -0.9929 ) ) )","always ( ( not ( ( not ( eventually ( ( x_1 >= -0.6163 and x_2 >= -0.8805 ) ) ) and always[4,23] ( always[3,8] ( not ( x_0 <= -1.1013 ) ) ) ) ) until[11,26] ( not ( ( eventually[18,inf] ( ( x_0 >= -1.1916 or x_2 >= -0.0371 ) ) or ( ( x_2 >= 0.7315 or x_0 >= -1.0522 ) until[9,inf] ( x_1 <= -0.5051 and x_2 >= -0.2473 ) ) ) ) and eventually[1,32] ( ( ( ( x_1 <= 1.1144 or x_2 <= 0.8631 ) or ( x_0 <= 1.4162 and x_0 <= -1.2437 ) ) until ( not ( x_0 <= -0.9111 ) and ( x_1 <= -0.1256 or x_1 <= -0.128 ) ) ) ) ) ) )"
( x_2 <= 0.9222 or ( x_0 <= 1.0229 or x_1 >= -0.2222 ) ),"not ( ( not ( not ( not ( ( ( x_0 <= 1.3666 and x_1 >= -1.2229 ) or always ( x_2 <= 0.1196 ) ) ) ) ) until[7,21] not ( ( ( ( always[27,29] ( x_1 >= 1.8041 ) until[7,23] eventually[23,27] ( x_2 <= -1.4796 ) ) or eventually[10,32] ( ( x_2 >= 0.8449 until x_1 <= -0.7492 ) ) ) or ( always[7,26] ( ( x_2 <= -1.3007 or x_0 <= 0.5752 ) ) or ( ( x_0 >= -1.9933 and x_0 <= -0.8858 ) until[14,19] eventually[18,24] ( x_0 <= 0.8988 ) ) ) ) ) ) )"
