0,gold formula
"(((x_0<=-0.2864orx_2>=-0.2888)until[24,32](x_2>=-0.2864orx_2>=-0.2888))and((x_2<=-0.2864orx_2<=-0.2882)until[28,32](x_2<=-0.2883andx_2<=-0.2882)))until[12,28]not(((x_2<=-0.2813orx_2<=-0.2882)and(x_2>=-0.2883orx_2>=-0.2822))))","( always[1,15] ( not ( not ( ( ( x_2 >= -0.7492 and x_0 <= -0.6228 ) and ( x_1 <= -0.1 or x_2 >= 0.2804 ) ) ) ) ) until always[17,inf] ( always[29,inf] ( always[28,inf] ( not ( ( x_2 <= 0.2138 or x_1 <= -0.1081 ) ) ) ) ) )"
"(((x_0<= 0.2877orx_2<=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877orx_2<=-0.2887)or(x_2<=-0.2877orx_2<=-0.2887))))","always ( ( not ( ( ( always[12,19] ( x_2 >= -0.9648 ) and always[11,16] ( x_0 <= -0.1052 ) ) and not ( ( x_2 <= -0.4007 or x_0 <= 0.0409 ) ) ) ) until[4,8] ( ( ( always[28,34] ( x_1 >= -0.2853 ) or always[1,24] ( x_2 <= 1.1916 ) ) or always[30,34] ( ( x_2 >= -1.4618 and x_2 <= -2.0647 ) ) ) until[17,33] eventually ( ( ( x_0 >= -0.1248 and x_2 <= 1.3366 ) or not ( x_1 <= 0.3493 ) ) ) ) ) )"
"lways[24,34](always[15,34](((x_0<=-0.2877orx_0<=-0.2287)or(x_2>=-0.2864orx_0<=-0.288))))","eventually[27,33] ( not ( ( not ( eventually[2,15] ( always[34,36] ( x_0 <= 0.2005 ) ) ) or not ( ( ( x_1 <= -1.9134 or x_2 >= -0.6448 ) or not ( x_0 >= -0.6893 ) ) ) ) ) )"
(x_0<= 0.5187orx_0>= 0.2877)or(x_0<= 0.2877orx_0<= 0.2877)),"( not ( always[29,36] ( not ( ( ( x_2 <= 1.6444 until[10,15] x_1 >= -0.0055 ) or eventually[5,15] ( x_0 <= 0.4461 ) ) ) ) ) until[22,28] not ( ( not ( not ( ( x_0 <= 0.4469 and x_0 >= 0.2858 ) ) ) until not ( not ( ( x_2 <= -1.2918 or x_2 >= -0.2104 ) ) ) ) ) )"
"lways[24,34](always[15,34](x_0<=-0.2277))","always[8,14] ( eventually[10,35] ( eventually[2,inf] ( ( not ( not ( x_0 <= -0.3656 ) ) until[31,inf] not ( eventually[9,17] ( x_0 >= 1.2381 ) ) ) ) ) )"
"(((x_0<=-0.2877orx_2<=-0.288)or(x_0>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2863orx_2>=-0.288)or(x_2<=-0.2834until[28,32]x_2>=-0.288)))or(((x_2<=-0.2874until[22,34]x_2>=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877until[28,36]x_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2887))))","always[17,19] ( not ( eventually[31,33] ( ( ( not ( x_0 >= 0.1403 ) until not ( x_0 >= 0.0273 ) ) until[31,34] not ( ( x_1 >= 0.2394 and x_2 >= -1.2382 ) ) ) ) ) )"
"(((x_2<= 0.1577orx_2<= 0.2874)or(x_2<= 0.2814orx_2<= 0.2877))or((x_2<= 0.2814orx_2<= 0.222)or(x_2<= 0.2814until[22,34]x_2<= 0.282)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2822)or(x_2<= 0.2811until[22,34]x_2<= 0.2722))or((x_2<= 0.1811orx_2<= 0.2822)or(x_2<= 0.2711until[22,34]x_2<= 0.2772))))","always[13,17] ( ( not ( always[23,31] ( ( always ( x_0 <= -0.9934 ) and always[4,inf] ( x_1 <= -2.1001 ) ) ) ) until always[15,inf] ( not ( eventually[12,inf] ( ( x_2 >= -1.487 and x_2 >= 0.5963 ) ) ) ) ) )"
"(((x_2<= 0.1877orx_2>= 0.288)or(x_2>= 0.2864orx_2>= 0.2887))or((x_2<= 0.2814orx_2<= 0.282)or(x_2<= 0.2864until[22,34]x_2<= 0.288)))or(((x_2<= 0.2874until[22,34]x_2<= 0.287)or(x_2<= 0.2813until[22,34]x_2<=-0.2822))or((x_2<= 0.2871andx_2<=-0.2822)or(x_2<=-0.2817until[22,34]x_2<=-0.2882))))","eventually[23,27] ( eventually ( eventually[0,33] ( ( ( not ( x_0 <= -0.0015 ) and eventually[17,19] ( x_1 >= -1.1153 ) ) or eventually[2,15] ( ( x_2 <= 0.5453 and x_2 <= -0.0209 ) ) ) ) ) )"
"(((x_2<=-0.2877orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.2887))or((x_2<=-0.2834orx_2<=-0.282)or(x_2<=-0.2834until[22,34]x_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.287)or(x_2<=-0.2873until[22,34]x_2<=-0.287))or((x_2<=-0.2871andx_2<=-0.2872)until[28,34](x_2<=-0.2871andx_2<=-0.2822))))","( ( not ( ( ( ( x_0 >= -1.614 and x_1 <= -0.6549 ) and ( x_0 >= 0.072 and x_2 <= -0.5234 ) ) and ( always[7,9] ( x_1 >= 0.3763 ) or ( x_1 >= 0.9726 and x_0 >= -1.4139 ) ) ) ) and not ( ( ( eventually[10,19] ( x_0 <= 0.4226 ) or eventually[23,35] ( x_1 >= -0.7998 ) ) and ( not ( x_1 >= -1.9258 ) until[6,9] ( x_1 >= -0.1789 until[29,32] x_1 <= 0.499 ) ) ) ) ) until[2,inf] not ( ( eventually[10,18] ( not ( not ( x_1 <= 0.0017 ) ) ) and ( not ( ( x_0 <= -2.1484 and x_0 >= -1.2154 ) ) and ( ( x_1 >= -1.7977 or x_0 <= 1.3231 ) and ( x_2 <= -0.233 until[11,31] x_2 <= 2.3727 ) ) ) ) ) )"
"(((x_1<=-0.2877orx_2<=-0.2888)or(x_1<=-0.2887orx_2<=-0.2888))until[22,34]((x_1<=-0.2887orx_2<=-0.288)or(x_1<=-0.2883orx_2<=-0.288)))until[12,28]not(((x_1<=-0.2883orx_2<=-0.288)or(x_1<=-0.2883orx_2<=-0.2882))))","( always[6,inf] ( eventually[2,21] ( ( not ( not ( x_1 >= -3.7669 ) ) or ( ( x_2 >= -0.6298 until[30,32] x_0 <= 1.4999 ) or ( x_1 <= 0.638 and x_2 <= 0.2712 ) ) ) ) ) and always[30,inf] ( ( not ( ( always[22,inf] ( x_1 <= 0.7536 ) and ( x_1 >= 2.1959 or x_2 >= 0.4879 ) ) ) and not ( not ( eventually[24,36] ( x_1 <= -0.2599 ) ) ) ) ) )"
"(((x_1<= 0.2864orx_1>=-0.2284)or(x_1>=-0.2864orx_1>=-0.2888))until[18,28]((x_1<=-0.2864orx_1<=-0.2288)or(x_1<=-0.2834orx_1<=-0.2288)))until[14,29]not(((x_1<=-0.2863orx_1<=-0.2888)or(x_1<=-0.2863orx_1<=-0.2828))))","always[32,36] ( not ( not ( eventually[15,26] ( ( ( x_1 >= -0.2538 or x_1 >= 1.1258 ) and eventually[28,inf] ( x_1 <= 0.4726 ) ) ) ) ) )"
"((((x_0<= 0.2867until[24,34]x_0>= 0.2827)or(x_0>= 0.2864orx_2>= 0.2822))or((x_0>= 0.2814until[22,34]x_2<= 0.282)or(x_0<= 0.2814until[22,34]x_2<= 0.2822)))or(((x_0<= 0.2818until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2>=-0.2822))or((x_2>= 0.2811until[22,34]x_2<=-0.2822)and(x_2>= 0.2811andx_2>=-0.2822))))oralways[12,29]((((x_0<= 0.2899andx_2<= 0.2828)and(x_2>= 0.2899andx_2>= 0.2828))or((x_0<= 0.1999andx_2>= 0.2889)and(x_2>= 0.1899andx_2>=-0.2829))))))","eventually[15,inf] ( ( ( ( ( ( x_0 >= -2.0205 until[28,30] x_0 >= 1.2884 ) until eventually[25,inf] ( x_0 <= -1.9747 ) ) and eventually[7,19] ( eventually[9,24] ( x_1 <= 0.3048 ) ) ) or not ( always[9,inf] ( ( x_0 >= 1.7205 and x_0 <= -0.6259 ) ) ) ) or ( ( always[18,inf] ( not ( x_2 >= -0.2107 ) ) until[9,inf] ( ( x_0 <= 0.7215 until x_1 <= -0.8647 ) or eventually[25,36] ( x_0 <= 1.3187 ) ) ) and ( eventually[22,inf] ( ( x_2 >= 0.0218 or x_1 <= -1.4675 ) ) until[19,24] eventually[23,35] ( ( x_2 >= 0.39 and x_0 <= 0.6226 ) ) ) ) ) )"
"(((x_2<= 0.2877orx_2>= 0.288)or(x_2>= 0.2864orx_2>= 0.2887))or((x_2<= 0.2864orx_2<= 0.282)or(x_2<= 0.2864until[22,34]x_2<= 0.282)))or(((x_2<= 0.2874until[22,34]x_2<= 0.282)or(x_2<= 0.2813andx_2<= 0.2822))or((x_2<= 0.2811until[24,36]x_2<= 0.2822)or(x_2<= 0.2811andx_2<=-0.2822))))","( ( always[1,12] ( ( ( ( x_0 >= -0.7041 or x_0 <= -0.2456 ) or ( x_2 >= 0.2997 and x_2 >= 0.8834 ) ) and ( not ( x_1 >= 0.5969 ) or ( x_2 >= 1.1673 or x_0 >= 0.3055 ) ) ) ) until[9,28] not ( always[34,inf] ( not ( always[19,26] ( x_2 <= 0.2395 ) ) ) ) ) or ( always[20,29] ( ( ( eventually[5,29] ( x_2 <= 0.6189 ) and not ( x_2 >= 0.7566 ) ) or ( ( x_2 >= -1.0987 or x_0 <= -0.5896 ) and always[6,33] ( x_1 <= -0.1378 ) ) ) ) and eventually[11,25] ( always[25,30] ( always[14,18] ( ( x_0 >= -0.4946 or x_0 <= -0.3748 ) ) ) ) ) )"
"(x_1>= 0.1244until[24,32]x_1>= 0.2287)until[18,29](x_1>= 0.2287orx_1>=-0.2227))","( not ( eventually[25,27] ( ( not ( eventually ( x_0 <= 0.2664 ) ) until[13,25] eventually ( not ( x_1 <= -0.7603 ) ) ) ) ) and ( not ( not ( eventually[8,13] ( always[32,34] ( x_1 >= -0.0839 ) ) ) ) or always[21,27] ( ( always[16,29] ( ( x_1 >= 2.2507 until[18,inf] x_1 <= -0.0444 ) ) until[21,25] ( ( x_2 >= 0.8577 or x_1 >= -0.3184 ) and not ( x_2 <= 3.38 ) ) ) ) ) )"
"(((x_0<=-0.2877orx_0>=-0.288)or(x_2<=-0.2864orx_0>=-0.2887))or((x_0<=-0.2864orx_2<=-0.288)or(x_2<=-0.2834until[28,32]x_2>=-0.288)))or(((x_0<=-0.2877until[22,34]x_2<=-0.288)or(x_2<=-0.2873andx_2<=-0.288))or((x_0<=-0.2877until[28,36]x_2<=-0.2822)or(x_1<=-0.2879orx_0<=-0.2887))))","not ( eventually[10,21] ( ( always[16,34] ( always[8,22] ( not ( x_0 >= -0.141 ) ) ) and ( eventually ( ( x_1 <= -0.3073 and x_0 >= -1.0302 ) ) or ( ( x_1 <= 0.3021 until x_2 <= -0.0688 ) until[30,36] ( x_1 >= -1.5179 or x_1 <= -0.7767 ) ) ) ) ) )"
"(((x_2<=-0.2874orx_2<=-0.228)or(x_2<=-0.2864orx_2>=-0.2228))or((x_2<=-0.2814orx_2<=-0.222)or(x_2<=-0.2284until[22,34]x_2<=-0.282)))or(((x_2<=-0.2874until[22,34]x_2<=-0.282)or(x_2<=-0.2813andx_2<=-0.2822))or((x_2<=-0.2819until[22,34]x_2<=-0.2822)or(x_2<=-0.2871andx_2<=-0.2822))))","( ( ( eventually[33,35] ( ( eventually[1,4] ( x_2 <= 0.6226 ) or ( x_1 <= -1.5207 and x_2 <= 0.5754 ) ) ) until[23,25] not ( not ( ( x_0 >= 0.0778 and x_0 >= -1.4154 ) ) ) ) and ( always[0,3] ( always[22,32] ( not ( x_0 <= -1.1938 ) ) ) and ( always[22,35] ( not ( x_1 <= -1.9108 ) ) and not ( ( x_1 <= 0.8154 and x_1 <= -2.1259 ) ) ) ) ) or always[1,27] ( not ( ( always[24,32] ( ( x_2 >= -1.0623 or x_2 <= 0.4555 ) ) and ( ( x_0 <= 0.0136 or x_2 >= 0.7058 ) and ( x_1 >= 0.3504 until[15,29] x_2 <= -0.6541 ) ) ) ) ) )"
"(x_0>=-0.7877until[24,34]x_0<=-0.7887)until[28,32](x_1<=-0.2877andx_1<=-0.288))","( not ( ( ( ( always[1,14] ( x_0 >= 0.8538 ) or ( x_0 >= -2.1221 until[6,22] x_1 <= -0.1529 ) ) and eventually[33,35] ( ( x_2 >= 0.5907 and x_1 >= 0.7974 ) ) ) and eventually[18,27] ( not ( ( x_0 <= -1.8741 or x_2 >= -1.4476 ) ) ) ) ) until[6,16] ( ( ( not ( not ( x_0 <= -2.3315 ) ) or always[27,36] ( ( x_0 <= 0.0973 until[8,16] x_1 <= -1.2421 ) ) ) and ( ( ( x_1 >= 1.1481 until[17,26] x_2 >= 0.2008 ) or not ( x_0 >= 2.513 ) ) or ( ( x_2 <= 0.605 until[9,inf] x_2 >= 0.0965 ) or eventually[26,30] ( x_1 >= 0.4172 ) ) ) ) and not ( eventually[18,25] ( always[0,inf] ( ( x_0 <= 0.1963 and x_0 <= 0.4223 ) ) ) ) ) )"
"(((x_2>= 0.1884orx_2>= 0.1884)until[22,34](x_2>= 0.1883orx_2>= 0.2888))and((x_2>= 0.2834orx_2>= 0.2888)until[28,32](x_2>= 0.2883orx_2>= 0.2882)))until[12,28]not(((x_2<= 0.2813orx_2>= 0.2882)and(x_2<= 0.2813orx_2>=-0.2882))))","( eventually[5,11] ( not ( ( not ( ( x_2 >= -0.2402 until[11,30] x_1 >= -0.4746 ) ) or eventually[1,32] ( ( x_2 <= -0.312 or x_2 >= 1.4047 ) ) ) ) ) until[1,inf] always[18,22] ( not ( always[33,36] ( not ( ( x_0 >= -0.0609 and x_1 >= -1.4693 ) ) ) ) ) )"
"((((x_2<= 0.2854andx_2>= 0.2887)or(x_2>= 0.2814orx_2>= 0.2828))or((x_2>= 0.2814orx_2<= 0.282)or(x_2>= 0.2814until[22,34]x_2<= 0.282)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2822)or(x_2<= 0.2811until[22,34]x_2<= 0.2822))or((x_2<= 0.2811andx_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))))oralways[12,25](always[12,29](((x_2<= 0.2711andx_2<= 0.2822)and(x_2>= 0.2811andx_2>= 0.2812)))))","( ( ( ( eventually ( always[12,32] ( x_1 <= 1.3487 ) ) and always[30,36] ( not ( x_0 <= 2.5675 ) ) ) and ( ( ( x_0 <= 2.2309 or x_0 <= 2.1184 ) and ( x_2 <= 1.087 until x_0 >= 0.0211 ) ) until ( eventually ( x_1 <= -2.1138 ) and not ( x_1 <= -1.2713 ) ) ) ) or ( ( eventually[21,32] ( ( x_2 >= 0.6638 and x_2 >= -1.3392 ) ) and always[15,20] ( not ( x_0 >= -0.2663 ) ) ) or ( eventually[25,33] ( not ( x_1 >= -0.0293 ) ) until[19,inf] eventually[33,36] ( ( x_2 >= -0.6367 and x_2 >= 1.0553 ) ) ) ) ) or eventually[19,35] ( not ( eventually[6,21] ( ( not ( x_2 <= 1.424 ) until[20,inf] not ( x_1 <= -1.7218 ) ) ) ) ) )"
"lways[24,34](always[15,34](((x_0<= 0.7777orx_2>= 0.7777)or(x_0<= 0.7877orx_0<= 0.288))))","eventually[0,inf] ( always[23,inf] ( eventually[22,35] ( eventually[21,34] ( not ( ( x_0 >= 1.6321 or x_0 >= 0.8023 ) ) ) ) ) )"
"(((x_0<=-0.1877orx_2<=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2834orx_2>=-0.288)or(x_2<=-0.2834until[22,34]x_2>=-0.288)))or(((x_2<=-0.2874until[22,34]x_2>=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877until[28,36]x_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2887))))","always[3,14] ( not ( always[19,28] ( eventually[21,30] ( always[22,inf] ( ( x_2 >= -1.1074 and x_0 <= 0.0022 ) ) ) ) ) )"
"(((x_2<= 0.2854orx_2>= 0.2888)or(x_2>= 0.2884orx_2>= 0.2888))until[22,34]((x_2>= 0.2814orx_2>= 0.2882)and(x_2>= 0.2814orx_2>= 0.2882)))until[12,25]not(((x_2<= 0.2814orx_2<= 0.2882)and(x_2<= 0.2811andx_2>= 0.2822))))","( ( not ( not ( ( ( x_1 >= 2.0234 or x_2 <= -1.4183 ) or ( x_1 <= -2.096 or x_2 >= 1.0945 ) ) ) ) until[0,11] eventually ( not ( eventually[16,33] ( always[27,33] ( x_2 <= 0.7895 ) ) ) ) ) and not ( ( always[11,inf] ( ( ( x_0 <= -0.2519 and x_1 >= 2.3767 ) or ( x_0 <= 1.3098 or x_2 >= -0.5921 ) ) ) until[18,34] ( ( eventually[28,33] ( x_1 >= -0.0364 ) until[22,24] ( x_1 <= 1.7008 or x_2 >= -0.2298 ) ) or ( always[32,inf] ( x_1 >= -1.3214 ) and eventually ( x_0 >= -0.3705 ) ) ) ) ) )"
"(x_0<=-1.0214until[24,34]x_0<=-1.0227)and(x_0<=-0.2877until[22,34]x_0<=-1.222))","( ( not ( always[18,24] ( ( ( x_1 >= 0.7534 and x_0 >= 0.4871 ) and ( x_2 <= -1.255 or x_0 >= 1.6428 ) ) ) ) until eventually[0,22] ( ( ( always[32,36] ( x_1 >= -0.2223 ) and ( x_1 >= -0.276 or x_0 >= 0.27 ) ) and always[28,inf] ( not ( x_0 >= -2.9922 ) ) ) ) ) and always[2,21] ( ( not ( ( ( x_1 >= 0.5416 or x_0 <= -1.0688 ) until[8,inf] ( x_1 >= -0.5605 until[8,28] x_0 <= -0.595 ) ) ) or always[9,28] ( eventually[12,29] ( not ( x_1 >= -1.0693 ) ) ) ) ) )"
"(((x_1<= 0.2877orx_2<= 0.2287)or(x_2>= 0.2864orx_2>= 0.2828))or((x_2<= 0.2864orx_2<= 0.222)or(x_2<= 0.2284until[22,34]x_2<= 0.282)))or(((x_2<= 0.2874until[22,34]x_2<= 0.2822)or(x_2<= 0.2811until[22,34]x_2<= 0.2822))or((x_2<= 0.2871andx_2<= 0.2822)or(x_2<= 0.2817until[22,34]x_2<= 0.2822))))","eventually[12,14] ( ( eventually[30,34] ( ( eventually ( ( x_1 <= 1.2037 or x_1 <= -0.2467 ) ) or eventually[9,22] ( always[20,27] ( x_2 >= 0.0786 ) ) ) ) or ( ( eventually[10,inf] ( not ( x_0 >= -2.2758 ) ) and ( eventually[13,25] ( x_2 >= 0.4775 ) or always[12,17] ( x_2 <= -1.743 ) ) ) or ( ( always[9,34] ( x_1 >= 0.4535 ) and ( x_2 <= 0.7297 until x_0 <= -1.0121 ) ) or ( ( x_1 >= 0.4364 until[11,23] x_2 <= -0.8494 ) until always[0,31] ( x_2 <= -0.3998 ) ) ) ) ) )"
"(((x_0<= 0.2877orx_2>= 0.288)or(x_0>= 0.2864orx_2>= 0.2887))or((x_2>= 0.2864orx_2<= 0.282)or(x_2>= 0.2864until[22,34]x_2<= 0.288)))or(((x_2<= 0.2874until[22,34]x_2<= 0.282)or(x_2<= 0.2874until[22,34]x_2<= 0.2822))or((x_2<= 0.2871andx_2<= 0.2822)or(x_2>= 0.2818until[28,34]x_2>= 0.2822))))","not ( ( ( always[30,34] ( ( not ( x_1 <= 0.4347 ) and eventually[32,34] ( x_0 >= 0.6016 ) ) ) and ( ( eventually[4,36] ( x_1 >= -1.1666 ) or ( x_1 <= -0.0201 or x_2 <= 0.18 ) ) and ( not ( x_0 >= 3.4405 ) or ( x_2 <= 0.2898 until[22,29] x_0 <= 0.4936 ) ) ) ) and ( eventually[5,25] ( not ( not ( x_0 >= -1.2386 ) ) ) until[1,33] eventually[5,inf] ( not ( eventually[8,inf] ( x_1 <= -1.0781 ) ) ) ) ) )"
"(((x_2<=-0.1877orx_2<=-0.288)or(x_2<=-0.2864orx_2>=-0.2887))or((x_2<=-0.2834orx_2<=-0.288)or(x_2<=-0.2834until[22,34]x_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873until[22,34]x_2<=-0.2822))or((x_2<=-0.2871andx_2<=-0.2822)or(x_2<=-0.2871until[28,34]x_2<=-0.2882))))","not ( ( ( not ( not ( ( x_2 >= -1.0889 or x_0 >= -0.1344 ) ) ) until[17,26] always[3,30] ( ( ( x_0 >= 0.6787 until x_2 <= 0.1326 ) or ( x_2 <= -0.1404 and x_0 >= -0.9033 ) ) ) ) and not ( ( ( ( x_0 <= 0.2441 and x_2 <= 1.3199 ) and ( x_1 <= 0.081 until[29,34] x_1 >= -0.2733 ) ) or not ( ( x_1 <= 0.3322 or x_1 <= -0.5688 ) ) ) ) ) )"
"(((x_2<= 0.2877orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.2887))until[22,34]((x_2<=-0.2867orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))until[24,34]((x_2<=-0.2871orx_2<=-0.2822)or(x_2<=-0.2877orx_2<=-0.2882))))","( not ( always[32,34] ( always[22,inf] ( eventually[6,inf] ( always[20,28] ( x_1 <= -2.2732 ) ) ) ) ) and not ( eventually[21,34] ( ( ( eventually[13,inf] ( x_0 >= -0.5903 ) until[26,31] ( x_1 <= 0.7755 or x_2 <= -0.2326 ) ) or eventually[25,inf] ( not ( x_2 <= 0.8538 ) ) ) ) ) )"
"((((x_2<=-0.2877until[24,34]x_2<=-0.2877)or(x_2<=-0.2873orx_2<=-0.2888))or((x_2<=-0.2873orx_2<=-0.282)or(x_2<=-0.2873until[22,34]x_2<=-0.287)))or(((x_2<=-0.2873until[22,34]x_2<=-0.287)or(x_2<=-0.2873until[22,34]x_2<=-0.287))or((x_2<=-0.2771until[28,36]x_2<=-0.287)or(x_2<=-0.2871until[28,36]x_2<=-0.287))))oralways[19,34](always[12,34](((x_2<=-0.2799orx_2<=-0.2872)and(x_2<=-0.2999orx_2<=-0.2889)))))","( eventually[15,23] ( always[0,12] ( ( ( ( x_1 <= 1.9682 or x_1 >= 0.2947 ) until[0,23] always[8,27] ( x_1 >= -0.9914 ) ) or ( ( x_1 >= 1.2769 and x_2 >= 0.3141 ) until[33,35] always[0,5] ( x_0 >= 0.5458 ) ) ) ) ) or always[32,34] ( not ( eventually[15,17] ( not ( not ( x_2 <= 0.5499 ) ) ) ) ) )"
"(((x_0<=-0.2877until[24,34]x_2>=-0.2877)or(x_2<=-0.2874orx_2>=-0.2887))or((x_2<=-0.2834until[22,34]x_2>=-0.282)or(x_2<=-0.2873until[22,34]x_2<=-0.282)))or(((x_2<=-0.2873until[22,34]x_2<=-0.288)or(x_2<=-0.2873until[28,36]x_2<=-0.2872))or((x_2<=-0.2877orx_2<=-0.2872)until[29,36](x_2<=-0.2899orx_2<=-0.2887))))","always[24,35] ( ( not ( ( always[31,33] ( ( x_2 <= -0.3795 until[27,30] x_1 <= 0.4006 ) ) or ( ( x_0 <= -1.5818 and x_2 <= 0.7584 ) and eventually[22,33] ( x_1 <= -0.0566 ) ) ) ) or eventually[28,30] ( eventually ( not ( ( x_2 <= -2.2817 or x_0 <= -0.0183 ) ) ) ) ) )"
"(x_0>=-0.7877until[24,34]x_1>=-0.7887)until[28,32](x_1<=-0.2877andx_1<=-0.288))","( not ( ( always[9,17] ( ( ( x_2 >= 0.1647 and x_1 <= -1.1334 ) or ( x_0 >= -0.1583 or x_1 <= 0.8208 ) ) ) until[14,26] not ( ( ( x_2 <= -0.6507 and x_1 >= 0.339 ) or not ( x_0 >= 0.7069 ) ) ) ) ) until ( not ( ( eventually ( eventually[5,36] ( x_1 <= -2.4268 ) ) or ( always[17,22] ( x_2 >= 1.1314 ) and ( x_0 <= 1.4038 until x_0 <= -1.7051 ) ) ) ) and eventually ( always[19,25] ( ( ( x_0 >= 0.9388 and x_0 >= -1.2225 ) until[20,inf] ( x_2 <= 1.6601 and x_1 <= -1.501 ) ) ) ) ) )"
"ventually[22,29](eventually[14,29](always[14,29]((x_1>= 0.2877orx_1>= 0.2287))))","not ( ( ( ( always[12,19] ( not ( x_2 <= -0.4497 ) ) until[14,28] eventually[4,31] ( not ( x_1 >= -0.1192 ) ) ) or ( always[0,13] ( eventually[14,inf] ( x_1 <= 0.2907 ) ) or ( ( x_0 >= -0.2242 until[27,30] x_2 >= 0.0626 ) until[25,31] eventually[19,23] ( x_2 <= -2.1214 ) ) ) ) or not ( ( not ( ( x_0 >= -0.5486 or x_2 <= -0.0637 ) ) or ( eventually[9,31] ( x_0 >= -3.1661 ) or always[20,22] ( x_1 >= -0.7707 ) ) ) ) ) )"
"(((x_2<=-0.2887orx_2<=-0.2888)until[24,33](x_2<=-0.2883orx_2<=-0.2882))and((x_2<=-0.2883orx_2<=-0.2882)until[22,34](x_2<=-0.2883andx_2<=-0.2882)))and(((x_2<=-0.2883orx_2<=-0.2882)and(x_2<=-0.2883orx_2<=-0.2882))until[18,31]((x_2<=-0.2881orx_2<=-0.2882)and(x_2<=-0.2899orx_2<=-0.2882))))","( always[3,20] ( ( ( ( eventually ( x_1 <= -0.6933 ) or ( x_1 >= 0.5591 until[11,20] x_2 >= -2.4714 ) ) and ( ( x_1 <= -2.6174 until[24,26] x_2 <= 0.2931 ) and not ( x_1 >= -1.1924 ) ) ) and not ( eventually[0,6] ( ( x_2 <= 1.5576 and x_2 <= 1.2226 ) ) ) ) ) until ( not ( eventually[8,11] ( not ( ( x_1 >= -0.2971 or x_0 <= 1.0236 ) ) ) ) until[21,inf] not ( ( ( ( x_0 <= 0.8699 and x_2 >= -0.0041 ) until ( x_1 <= 1.0324 or x_1 <= -0.5722 ) ) and always[1,4] ( ( x_0 >= -0.2034 and x_0 <= -0.6676 ) ) ) ) ) )"
"((((x_1<=-0.2854orx_1<=-0.288)or(x_1<=-0.2864orx_1<=-0.2888))or((x_1<=-0.2834orx_1<=-0.2288)or(x_1<=-0.2284orx_1<=-0.228)))or(((x_1<=-0.2874until[22,34]x_1<=-0.282)or(x_1<=-0.2873andx_1<=-0.2828))or((x_1<=-0.2818andx_1<=-0.2828)or(x_1<=-0.2813orx_1<=-0.2828))))or((((x_1<=-0.2899until[24,34]x_2<=-0.2878)and(x_1<=-0.2899andx_1<=-0.2828))or((x_1<=-0.2899orx_1<=-0.2888)and(x_1<=-0.2899andx_1<=-0.2828)))oralways[19,34](((x_1<=-0.2999orx_1<=-0.2829)and(x_1<=-0.28299))))))","always[4,12] ( always[1,12] ( eventually[30,34] ( eventually ( always[22,26] ( ( x_1 >= -0.696 or x_1 <= -0.4945 ) ) ) ) ) )"
"(((x_0<=-0.1664orx_0>=-0.228)or(x_0>=-0.2864orx_2>=-0.2828))or((x_0<=-0.2864orx_2<=-0.222)or(x_0<=-0.2284until[22,34]x_2<=-0.288)))or(((x_0<=-0.2874until[22,34]x_2<=-0.288)or(x_0<=-0.2813andx_2<=-0.2822))or((x_2<=-0.2819until[24,36]x_2<=-0.2822)or(x_2<=-0.2819orx_0<=-0.2828))))","eventually[6,inf] ( not ( always[3,28] ( ( always[16,22] ( eventually[23,inf] ( x_2 >= -0.4312 ) ) and ( always[29,31] ( x_1 >= -2.3739 ) and ( x_0 >= -0.8352 until[19,25] x_0 <= -0.132 ) ) ) ) ) )"
